Linear,[0.24968558549880981, 0.2785715162754059]
Dense,[0.24652622640132904, 0.2666946351528168]
Multi step dense,[0.46526166796684265, 0.45367762446403503]
Conv,[0.4499891996383667, 0.4454072117805481]
LSTM,[0.47020256519317627, 0.45712795853614807]
