Linear,[0.1910422146320343, 0.15679654479026794]
Dense,[0.18841229379177094, 0.1497659832239151]
Multi step dense,[0.3277754485607147, 0.24903124570846558]
Conv,[0.34805533289909363, 0.28514841198921204]
LSTM,[0.33323922753334045, 0.25097817182540894]
