Linear,[0.11319581419229507, 0.12820126116275787]
Dense,[0.11335307359695435, 0.14463740587234497]
Multi step dense,[0.2071686089038849, 0.253236323595047]
Conv,[0.20795951783657074, 0.26981574296951294]
LSTM,[0.196692556142807, 0.2475833147764206]
