Linear,[0.09421604126691818, 0.10620614886283875]
Dense,[0.09118211269378662, 0.08893776684999466]
Multi step dense,[0.17472463846206665, 0.16935819387435913]
Conv,[0.1766364872455597, 0.16924713551998138]
LSTM,[0.16491715610027313, 0.15886671841144562]
