Linear,[0.22360120713710785, 0.17046679556369781]
Dense,[0.22569496929645538, 0.17595522105693817]
Multi step dense,[0.4026411771774292, 0.28907158970832825]
Conv,[0.391015887260437, 0.2840269207954407]
LSTM,[0.38961032032966614, 0.2875654399394989]
