Linear,[0.1299009472131729, 0.19230501353740692]
Dense,[0.12913618981838226, 0.1924617439508438]
Multi step dense,[0.24302062392234802, 0.32416287064552307]
Conv,[0.23903484642505646, 0.32175758481025696]
LSTM,[0.23494210839271545, 0.31315600872039795]
