Linear,[0.20938101410865784, 0.24084798991680145]
Dense,[0.20938636362552643, 0.25457867980003357]
Multi step dense,[0.3611540198326111, 0.38230928778648376]
Conv,[0.3749864399433136, 0.4118878245353699]
LSTM,[0.3652413487434387, 0.40120571851730347]
