Linear,[0.1298285871744156, 0.17617247998714447]
Dense,[0.13133016228675842, 0.19179382920265198]
Multi step dense,[0.24953162670135498, 0.3151840567588806]
Conv,[0.23986878991127014, 0.29546457529067993]
LSTM,[0.23184363543987274, 0.29776158928871155]
