Linear,[0.43614062666893005, 0.20180201530456543]
Dense,[0.4388453960418701, 0.2005438208580017]
Multi step dense,[0.7223896384239197, 0.36860254406929016]
Conv,[0.7222241759300232, 0.3248026371002197]
LSTM,[0.6908079981803894, 0.318202942609787]
