Linear,[0.19700667262077332, 0.13953985273838043]
Dense,[0.18431338667869568, 0.13060307502746582]
Multi step dense,[0.3148616552352905, 0.21668973565101624]
Conv,[0.32577061653137207, 0.19914141297340393]
LSTM,[0.34066006541252136, 0.220110222697258]
