Linear,[0.17771081626415253, 0.1232200339436531]
Dense,[0.17461170256137848, 0.14880961179733276]
Multi step dense,[0.3050943911075592, 0.19531755149364471]
Conv,[0.32970908284187317, 0.20663481950759888]
LSTM,[0.3098660409450531, 0.2095935344696045]
