Linear,[0.2765025496482849, 0.2374240607023239]
Dense,[0.2762475907802582, 0.23426446318626404]
Multi step dense,[0.5060743689537048, 0.38937392830848694]
Conv,[0.5044940710067749, 0.4078301191329956]
LSTM,[0.4987126588821411, 0.3902248442173004]
