Linear,[0.2602611482143402, 0.23570968210697174]
Dense,[0.270565003156662, 0.26657599210739136]
Multi step dense,[0.49841228127479553, 0.4185650944709778]
Conv,[0.4986688196659088, 0.4317137598991394]
LSTM,[0.47554221749305725, 0.4224497377872467]
